SEASON,TEAM,CONF,G,W,ADJOE,ADJDE,BARTHAG,EFG%,EFGD%,TOR,TORD,ORB,DRB,FTR,FTRD,2P_O,2P_D,3P_O,3P_D,ADJ_T,WAB,POSTSEASON,SEED
2024,Delaware,CAA,32,19,104.3,103.6,0.5186,51.9,48.7,16.0,15.1,27.5,27.9,30.9,27.1,53.2,49.7,33.0,31.3,67.3,-9.1,,
2024,UC Davis,BW,31,20,102.0,101.5,0.5153,50.2,49.1,19.3,20.9,28.6,30.6,38.2,38.4,50.8,49.1,32.9,32.7,67.1,-8.3,,
2024,Quinnipiac,MAAC,32,24,105.6,105.2,0.5118,50.6,48.8,16.9,17.6,31.5,28.3,30.6,29.5,49.8,47.5,34.7,34.0,71.1,-5.3,,
2024,UTEP,CUSA,31,18,97.9,97.6,0.5085,48.1,51.5,21.2,25.9,29.0,31.0,42.8,46.3,48.8,53.2,31.0,32.1,69.5,-10.6,,
2024,Stony Brook,CAA,34,20,106.0,105.7,0.5085,50.3,50.0,15.1,15.2,26.6,29.3,29.2,27.4,48.6,48.4,35.5,34.8,67.3,-7.8,,
2024,Weber St.,BSky,29,20,107.2,106.9,0.5082,53.1,54.4,14.8,18.4,23.8,23.7,35.2,29.3,53.9,55.2,34.5,35.4,65.4,-7.1,,
2024,Eastern Washington,BSky,30,21,110.5,110.4,0.5025,57.2,52.8,19.0,16.3,26.4,27.1,39.6,33.5,58.7,51.0,36.8,36.9,70.4,-4.7,,
2024,Winthrop,BSth,29,17,106.0,106.0,0.5009,51.9,49.5,18.7,18.2,30.4,32.9,50.0,34.3,52.8,50.6,33.7,32.0,66.9,-9.4,,
2024,East Carolina,Amer,32,15,104.7,104.9,0.4929,47.6,51.3,16.3,18.7,32.7,31.0,34.0,32.7,48.1,52.5,31.2,33.1,64.8,-10.8,,
2024,UMass Lowell,AE,29,22,104.9,105.4,0.4866,50.4,47.3,18.2,15.5,32.1,26.9,40.1,26.9,51.3,49.1,32.3,29.2,69.7,-6.0,,
2024,UNC Asheville,BSth,31,22,106.0,106.6,0.4851,52.1,50.1,17.1,16.9,27.3,31.4,40.8,34.3,50.5,50.6,36.4,32.9,68.1,-6.7,,
2024,Bryant,AE,31,20,100.0,100.6,0.4819,50.7,45.4,15.8,16.7,20.4,30.2,29.9,33.8,51.7,45.0,32.7,30.8,74.1,-7.2,,
2024,Kent St.,MAC,32,17,105.0,105.8,0.4763,50.7,51.3,17.2,18.5,31.0,28.7,31.9,34.9,48.5,52.6,36.0,33.0,66.6,-11.5,,
2024,Texas A&M Corpus Chris,Slnd,28,21,100.0,100.9,0.474,46.8,47.6,17.8,19.8,33.6,25.1,35.9,47.9,47.4,48.2,30.4,31.0,68.7,-6.4,,
2024,Hawaii,BW,32,20,104.0,105.0,0.4727,52.6,48.5,18.6,15.7,25.8,25.3,39.0,33.6,53.8,49.3,34.0,30.8,65.9,-9.2,,
2024,Little Rock,OVC,33,21,105.7,106.7,0.4725,52.5,48.0,17.3,17.9,32.1,30.3,33.5,35.2,53.1,48.0,34.1,32.0,68.8,-9.6,,
2024,La Salle,A10,32,16,105.6,106.6,0.4721,49.2,50.7,14.2,15.4,27.0,30.8,24.8,33.3,47.6,49.3,34.5,35.8,66.6,-9.6,,
2024,Saint Louis,A10,32,13,111.2,112.3,0.4717,51.5,54.3,16.8,14.2,26.1,28.5,36.3,35.3,49.6,53.9,36.4,36.6,69.4,-10.8,,
2024,Fort Wayne,Horz,31,21,103.1,104.1,0.4709,53.8,51.5,14.5,22.0,22.8,30.0,31.0,32.6,53.4,52.8,36.3,32.8,70.6,-7.9,,
2024,Georgetown,BE,32,9,109.4,110.6,0.4663,48.6,55.7,17.9,16.4,33.4,30.7,33.9,33.6,46.3,57.4,34.6,35.3,66.6,-10.4,,
2024,Brown,Ivy,30,13,104.1,105.4,0.4655,49.7,51.2,18.3,16.8,31.9,27.3,33.0,32.1,49.2,52.2,33.7,33.1,67.2,-11.7,,
2024,Illinois Chicago,MVC,32,12,100.4,101.7,0.4622,50.6,48.9,17.7,17.4,22.9,28.4,26.0,35.9,48.4,49.2,36.0,32.2,68.1,-13.3,,
2024,Utah Valley,WAC,30,16,98.1,99.5,0.4584,47.1,48.0,18.1,18.1,28.5,27.2,35.4,36.0,48.9,47.6,28.5,32.6,67.6,-9.8,,
2024,Loyola Marymount,WCC,30,12,107.9,109.5,0.4573,51.6,50.4,16.3,12.4,29.4,27.1,28.8,28.3,49.2,49.8,36.8,34.3,64.8,-11.8,,
2024,Fordham,A10,33,13,100.5,102.0,0.4559,46.7,50.4,18.2,19.7,32.5,27.4,35.1,45.2,46.2,48.9,31.5,35.9,68.8,-12.4,,
2024,East Tennessee St.,SC,33,19,101.8,103.6,0.4482,46.9,50.9,18.1,18.8,35.1,29.4,33.9,36.7,47.1,51.2,31.2,33.7,66.9,-9.7,,
2024,Rice,Amer,31,11,107.0,109.1,0.4457,50.5,52.6,17.3,14.8,28.5,29.5,29.9,27.4,50.9,50.0,33.2,37.9,65.8,-12.9,,
2024,Fairfield,MAAC,33,22,107.3,109.4,0.4446,51.8,52.3,15.5,20.4,28.6,30.7,28.6,26.2,49.9,53.0,36.4,34.0,68.3,-8.0,,
2024,Temple,Amer,35,16,101.9,103.9,0.4444,46.0,50.4,14.1,17.0,28.2,29.7,32.1,36.0,44.9,51.3,31.7,32.6,66.8,-11.7,,
2024,Vanderbilt,SEC,32,9,104.1,106.2,0.4437,45.4,53.0,15.3,15.9,28.2,29.3,35.2,29.5,47.4,51.0,28.3,37.4,65.6,-10.5,,
2024,Pepperdine,WCC,31,13,106.0,108.3,0.438,50.8,54.7,16.4,16.9,28.5,25.9,32.6,33.9,49.5,53.4,35.6,38.4,67.5,-12.1,,
2024,Stephen F. Austin,WAC,31,18,100.0,102.3,0.4345,49.4,49.6,21.9,22.9,33.3,30.4,42.2,47.4,49.2,46.0,33.2,37.1,69.3,-9.6,,
2024,Gardner Webb,BSth,30,17,102.1,104.6,0.4305,49.1,50.3,16.1,16.0,27.9,26.7,35.9,39.4,47.4,50.0,34.8,34.0,69.4,-10.1,,
2024,UMKC,Sum,29,16,100.6,103.1,0.4299,49.4,51.1,17.9,17.3,31.3,25.3,29.3,45.1,48.9,52.7,33.4,32.4,66.4,-11.0,,
2024,Louisville,ACC,32,8,104.2,106.9,0.427,48.4,54.6,18.1,16.2,28.1,27.5,38.8,33.8,49.4,53.8,30.6,37.2,69.5,-12.5,,
2024,Illinois St.,MVC,31,15,101.8,104.5,0.4249,47.7,50.9,17.1,16.4,28.9,26.0,36.1,27.2,50.4,52.3,28.8,32.5,63.7,-10.0,,
2024,Rhode Island,A10,31,12,106.1,109.1,0.4225,51.5,52.6,18.5,13.1,29.1,28.2,39.4,30.0,51.1,52.0,34.9,35.7,68.6,-12.0,,
2024,Monmouth,CAA,33,18,104.7,107.7,0.4201,49.4,50.0,15.3,17.8,30.5,32.2,29.2,33.3,47.8,49.3,34.8,34.0,67.7,-8.4,,
2024,Penn,Ivy,27,11,108.4,111.5,0.4201,51.9,54.0,16.7,14.0,29.1,26.6,27.0,26.7,51.2,53.9,35.3,36.1,65.5,-11.2,,
2024,Texas St.,SB,33,17,98.9,101.7,0.42,47.1,49.7,19.9,18.6,31.2,29.4,37.8,38.3,47.1,50.6,31.4,32.1,66.3,-10.3,,
2024,Eastern Kentucky,ASun,28,17,106.8,109.9,0.4197,50.6,49.8,16.1,13.9,33.1,31.0,32.0,29.5,48.8,45.6,36.1,38.7,68.4,-9.4,,
2024,Northern Kentucky,Horz,31,18,101.6,104.5,0.4186,50.6,51.3,17.3,20.1,29.4,32.6,35.1,28.8,52.2,54.5,31.6,31.2,67.9,-9.5,,
2024,Columbia,Ivy,24,13,106.4,109.6,0.4158,52.5,52.8,17.8,17.0,27.9,28.6,29.3,28.5,50.2,54.1,37.4,33.9,68.5,-9.9,,
2024,George Washington,A10,31,15,106.1,109.4,0.4133,51.5,49.8,17.1,13.9,25.9,29.2,34.2,22.8,49.9,48.3,35.8,34.7,70.0,-10.0,,
2024,Tulsa,Amer,30,16,101.4,104.6,0.4103,50.3,49.7,18.2,18.1,24.4,30.4,40.6,35.1,51.7,50.0,32.1,32.7,70.4,-9.2,,
2024,Northern Colorado,BSky,30,19,107.9,111.4,0.4074,55.7,53.1,15.7,15.5,24.0,25.4,28.1,29.4,56.7,52.7,36.0,35.8,69.9,-9.0,,
2024,Cleveland St.,Horz,33,20,106.3,109.9,0.4068,49.9,51.5,15.0,19.5,34.2,35.2,31.4,38.4,49.7,55.1,33.5,30.5,67.3,-8.7,,
2024,Radford,BSth,31,16,107.1,111.0,0.4005,50.8,50.9,16.2,15.8,30.7,34.0,28.0,31.7,49.4,52.4,35.7,32.4,63.5,-11.1,,
2024,Jacksonville St.,CUSA,29,14,101.1,104.9,0.3972,48.2,50.5,20.3,18.2,33.8,25.3,37.2,34.9,48.3,49.4,32.2,34.9,64.6,-13.0,,
2024,Northeastern,CAA,32,12,105.0,109.0,0.395,51.2,53.8,18.9,17.0,31.8,27.7,29.8,28.3,53.3,52.3,31.8,37.5,65.7,-14.1,,
2024,Harvard,Ivy,26,14,101.0,104.9,0.3932,50.2,50.1,17.8,16.0,26.5,31.3,35.7,25.8,49.9,49.5,33.8,33.9,67.5,-7.5,,
2024,Mercer,SC,30,16,103.4,107.5,0.3911,50.1,51.2,16.6,17.9,30.6,31.1,27.6,38.9,48.8,51.2,35.4,34.2,65.9,-11.5,,
2024,Abilene Christian,WAC,31,15,100.4,104.3,0.3901,46.8,52.1,17.5,20.7,26.1,30.0,38.7,40.4,45.3,53.0,34.2,33.3,68.5,-11.3,,
2024,Evansville,MVC,32,16,101.3,105.4,0.3885,50.0,52.8,16.4,16.9,21.6,25.5,29.0,27.9,49.8,52.0,33.7,35.9,68.6,-9.0,,
2024,Marist,MAAC,31,18,96.3,100.2,0.3862,50.8,47.1,18.4,20.4,23.1,26.8,29.8,35.0,49.3,46.8,35.6,31.8,64.5,-10.0,,
2024,Lipscomb,ASun,30,20,109.2,113.8,0.3836,56.2,53.5,14.2,16.1,23.2,29.3,27.5,22.8,55.7,52.8,38.1,36.5,69.2,-7.2,,
2024,UC Riverside,BW,32,16,103.5,107.9,0.3832,46.3,52.3,14.3,15.8,29.8,25.3,28.6,34.8,44.6,52.0,32.3,35.3,66.8,-11.7,,
2024,Rider,MAAC,31,15,102.3,106.7,0.3811,47.7,49.2,17.9,16.0,31.4,29.0,31.9,36.5,46.6,47.7,33.7,34.4,67.8,-11.0,,
2024,San Jose St.,MWC,31,9,104.7,109.2,0.3811,51.4,54.4,15.6,15.9,22.4,30.2,22.4,35.9,51.5,52.3,34.2,38.9,65.7,-13.8,,
2024,North Dakota,Sum,29,18,104.8,109.4,0.3807,50.2,52.4,15.0,15.3,30.7,26.1,32.2,29.6,51.5,52.2,32.3,35.2,66.6,-10.0,,
2024,South Alabama,SB,29,16,103.0,107.4,0.3805,50.9,50.7,16.3,16.7,22.8,31.8,31.6,33.9,50.0,52.3,35.1,31.9,68.0,-11.0,,
2024,Wofford,SC,29,17,105.5,110.2,0.3761,53.3,51.5,16.9,14.1,29.4,26.2,27.7,34.6,53.4,50.0,35.5,35.7,65.5,-9.0,,
2024,Merrimack,NEC,31,21,95.4,99.8,0.3721,49.8,46.2,19.0,23.2,22.3,34.6,34.3,32.5,52.2,46.1,31.1,30.9,67.2,-7.7,,
2024,Mount St. Mary's,MAAC,32,13,102.0,106.8,0.3709,53.2,49.3,20.7,18.0,30.2,27.9,26.7,30.3,53.3,48.0,35.2,34.6,68.9,-14.8,,
2024,Cal Baptist,WAC,31,16,101.2,106.2,0.3651,47.0,49.2,17.6,15.3,32.7,24.9,36.8,30.3,45.7,48.4,32.9,34.3,63.5,-12.0,,
2024,Air Force,MWC,31,9,106.3,111.7,0.3609,53.8,54.2,18.8,17.6,23.8,31.5,29.6,39.1,53.6,53.7,36.1,36.6,61.9,-13.5,,
